,Id,住宅类型,住宅区域,街道接触面积(英尺),住宅面积,街道路面状况,巷子路面状况,住宅形状(大概),住宅现状,水电气,住宅配置,住宅视野,社区,住宅周边1,住宅周边2,适用家庭,住宅房型,装修质量,整体质量,建造年份,法律拆除年份,天花板类型,天花板材料,户外装饰1,户外装饰2,砖墙类型,砖墙面积,户外材料质量,户外装修质量,地下室类型,地下室深度,地下室质量,花园外墙,地下室现状1,地下室一层标准面积,地下室现状2,地下室二层标准面积,地下室建造现状,整体地下室面积,暖气类型,暖气质量,中央空调,电力系统,二楼面积,三楼面积,全低质量面积,户外活动空间面积,全卫地下室,半卫地下室,全卫及以上,半卫及以上,卧室及以上,厨房及以上,厨房质量,总房间量,住宅性能,壁炉数量,壁炉质量,车库类型,车库建造时间,车库装修现状,车位数量,车库面积,车库质量,车库现状,石板路,木板面积,开放式门廊面积,关闭式门廊面积,三季门廊面积,半开放式门廊面积,泳池面积,泳池质量,篱笆质量,其他配置,其他配置的价值,销售月份,销售年份,销售类型,销售状态,SalePrice
1270,1270.0,2.0,3.0,0.0,1038.0,1.0,0.0,3.0,2.0,0.0,4.0,2.0,4.0,2.0,2.0,0.0,2.0,6.0,5.0,80.0,29.0,5.0,6.0,9.0,10.0,2.0,0.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,568.0,5.0,0.0,20.0,478.0,1.0,4.0,1.0,4.0,467.0,3.0,0.0,414.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,6.0,1.0,4.0,1.0,65.0,0.0,2.0,245.0,4.0,4.0,2.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,4.0,260000
1271,1271.0,0.0,3.0,0.0,431.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,14.0,4.0,2.0,0.0,2.0,5.0,6.0,69.0,18.0,3.0,1.0,3.0,3.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,723.0,555.0,1.0,2.0,1.0,4.0,542.0,0.0,0.0,390.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,5.0,6.0,1.0,2.0,1.0,54.0,1.0,2.0,151.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,8.0,4.0,185750
1272,1272.0,0.0,3.0,0.0,886.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,19.0,2.0,2.0,0.0,2.0,4.0,5.0,66.0,15.0,3.0,1.0,6.0,10.0,1.0,68.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,269.0,3.0,72.0,0.0,224.0,1.0,4.0,1.0,4.0,189.0,0.0,0.0,79.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,3.0,6.0,0.0,0.0,1.0,51.0,2.0,1.0,43.0,4.0,4.0,2.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,8.0,4.0,137000
1273,1273.0,8.0,3.0,91.0,733.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,2.0,2.0,0.0,7.0,5.0,6.0,60.0,56.0,1.0,1.0,9.0,10.0,1.0,44.0,3.0,4.0,1.0,3.0,3.0,0.0,0.0,367.0,5.0,0.0,181.0,288.0,1.0,2.0,1.0,4.0,479.0,0.0,0.0,312.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,6.0,1.0,2.0,2.0,45.0,1.0,1.0,58.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,8.0,4.0,177000
1274,1274.0,4.0,3.0,24.0,109.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,4.0,5.0,14.0,53.0,1.0,1.0,13.0,15.0,2.0,0.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,413.0,67.0,1.0,0.0,1.0,4.0,29.0,93.0,0.0,252.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,6.0,6.0,1.0,2.0,5.0,71.0,2.0,2.0,223.0,4.0,4.0,2.0,156.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,8.0,4.0,139000
1275,1275.0,10.0,3.0,66.0,714.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,12.0,1.0,2.0,2.0,5.0,4.0,4.0,49.0,0.0,1.0,4.0,0.0,0.0,3.0,282.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,69.0,5.0,0.0,439.0,220.0,1.0,2.0,1.0,0.0,184.0,303.0,0.0,627.0,0.0,0.0,2.0,0.0,4.0,2.0,3.0,8.0,6.0,0.0,0.0,5.0,34.0,2.0,2.0,101.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,8.0,4.0,137000
1276,1276.0,5.0,3.0,0.0,852.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,14.0,2.0,2.0,0.0,5.0,5.0,5.0,73.0,22.0,1.0,1.0,6.0,10.0,2.0,0.0,3.0,4.0,1.0,3.0,1.0,3.0,1.0,288.0,5.0,0.0,59.0,99.0,1.0,4.0,1.0,4.0,58.0,124.0,0.0,339.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,6.0,1.0,4.0,1.0,58.0,2.0,2.0,179.0,4.0,4.0,2.0,184.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,8.0,4.0,162000
1277,1277.0,8.0,3.0,0.0,1008.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,14.0,2.0,2.0,0.0,7.0,5.0,4.0,68.0,26.0,1.0,1.0,6.0,6.0,1.0,223.0,3.0,4.0,1.0,2.0,3.0,0.0,0.0,247.0,5.0,0.0,645.0,629.0,1.0,1.0,1.0,4.0,662.0,0.0,0.0,541.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,5.0,6.0,1.0,2.0,1.0,53.0,1.0,2.0,166.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,8.0,4.0,197900
1278,1278.0,5.0,3.0,46.0,475.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,5.0,7.0,4.0,103.0,52.0,1.0,1.0,12.0,13.0,0.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,410.0,5.0,0.0,201.0,360.0,1.0,0.0,1.0,4.0,333.0,265.0,0.0,682.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,5.0,6.0,1.0,2.0,1.0,88.0,1.0,2.0,241.0,4.0,4.0,2.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,4.0,237000
1279,1279.0,4.0,0.0,31.0,227.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,9.0,2.0,2.0,0.0,0.0,3.0,3.0,24.0,0.0,1.0,1.0,8.0,8.0,2.0,0.0,3.0,2.0,1.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,432.0,83.0,1.0,4.0,1.0,0.0,46.0,31.0,0.0,180.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,6.0,0.0,0.0,5.0,66.0,1.0,2.0,205.0,4.0,4.0,2.0,5.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,68400
1280,1280.0,0.0,3.0,38.0,518.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,6.0,4.0,103.0,52.0,1.0,1.0,12.0,13.0,1.0,65.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,405.0,5.0,0.0,490.0,590.0,1.0,0.0,1.0,4.0,589.0,0.0,0.0,445.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,4.0,6.0,0.0,0.0,1.0,88.0,1.0,2.0,218.0,4.0,4.0,2.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,4.0,227000
1281,1281.0,0.0,3.0,21.0,281.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,23.0,2.0,2.0,0.0,2.0,6.0,4.0,91.0,40.0,3.0,1.0,6.0,6.0,1.0,26.0,3.0,4.0,1.0,2.0,3.0,3.0,0.0,511.0,5.0,0.0,151.0,468.0,1.0,4.0,1.0,4.0,472.0,0.0,0.0,300.0,1.0,0.0,2.0,0.0,2.0,1.0,3.0,4.0,6.0,1.0,4.0,1.0,76.0,0.0,2.0,170.0,2.0,2.0,2.0,0.0,46.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,4.0,180000
1282,1282.0,0.0,3.0,32.0,378.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,4.0,6.0,78.0,58.0,1.0,1.0,6.0,6.0,2.0,0.0,3.0,4.0,1.0,2.0,3.0,2.0,3.0,248.0,4.0,25.0,226.0,300.0,1.0,4.0,1.0,4.0,266.0,0.0,0.0,125.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,3.0,6.0,0.0,0.0,5.0,63.0,2.0,2.0,170.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,8.0,4.0,150500
1283,1283.0,10.0,3.0,65.0,466.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,11.0,2.0,2.0,2.0,5.0,5.0,4.0,72.0,21.0,4.0,1.0,8.0,15.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,0.0,5.0,0.0,5.0,0.0,552.0,209.0,1.0,4.0,1.0,4.0,172.0,269.0,0.0,587.0,0.0,0.0,2.0,2.0,4.0,2.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,4.0,139000
1284,1284.0,4.0,3.0,21.0,501.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,18.0,1.0,2.0,0.0,0.0,5.0,6.0,23.0,40.0,1.0,1.0,13.0,15.0,2.0,0.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,503.0,146.0,1.0,0.0,1.0,4.0,647.0,175.0,0.0,785.0,0.0,0.0,2.0,0.0,4.0,1.0,2.0,8.0,3.0,1.0,2.0,5.0,55.0,2.0,1.0,70.0,4.0,4.0,2.0,175.0,0.0,11.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,4.0,169000
1285,1285.0,4.0,4.0,21.0,135.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,3.0,2.0,2.0,0.0,0.0,5.0,5.0,42.0,0.0,1.0,1.0,8.0,8.0,2.0,0.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,487.0,130.0,1.0,0.0,1.0,1.0,115.0,92.0,0.0,346.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0,4.0,6.0,1.0,2.0,5.0,27.0,2.0,1.0,36.0,4.0,4.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,8.0,4.0,132500
1286,1286.0,0.0,3.0,0.0,515.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,14.0,1.0,2.0,0.0,2.0,5.0,4.0,64.0,13.0,3.0,1.0,6.0,6.0,1.0,259.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,276.0,4.0,9.0,422.0,476.0,1.0,4.0,1.0,4.0,466.0,0.0,0.0,295.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,4.0,6.0,2.0,2.0,1.0,49.0,2.0,2.0,205.0,4.0,4.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,8.0,4.0,143000
1287,1287.0,0.0,3.0,0.0,1057.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,4.0,2.0,2.0,0.0,2.0,4.0,4.0,65.0,14.0,1.0,1.0,13.0,14.0,0.0,293.0,3.0,2.0,1.0,3.0,3.0,0.0,4.0,414.0,5.0,0.0,508.0,613.0,1.0,1.0,1.0,4.0,595.0,0.0,0.0,452.0,0.0,1.0,2.0,0.0,4.0,1.0,3.0,5.0,6.0,0.0,0.0,1.0,50.0,2.0,2.0,95.0,4.0,4.0,0.0,97.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,4.0,190000
1288,1288.0,11.0,3.0,11.0,121.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,22.0,2.0,2.0,4.0,2.0,7.0,4.0,101.0,50.0,1.0,1.0,5.0,5.0,2.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,541.0,5.0,0.0,212.0,562.0,1.0,0.0,1.0,4.0,628.0,0.0,0.0,496.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,6.0,1.0,0.0,1.0,86.0,0.0,2.0,181.0,4.0,4.0,2.0,134.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,8.0,4.0,278000
1289,1289.0,5.0,3.0,57.0,676.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,5.0,7.0,4.0,107.0,56.0,1.0,1.0,12.0,13.0,3.0,311.0,2.0,4.0,2.0,2.0,3.0,2.0,5.0,0.0,5.0,0.0,621.0,330.0,1.0,0.0,1.0,4.0,326.0,231.0,0.0,654.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,6.0,6.0,1.0,2.0,3.0,92.0,0.0,3.0,341.0,4.0,4.0,2.0,105.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,5.0,281000
1290,1290.0,8.0,3.0,0.0,914.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,2.0,2.0,0.0,7.0,4.0,6.0,65.0,14.0,3.0,1.0,13.0,6.0,1.0,46.0,3.0,4.0,2.0,3.0,3.0,0.0,2.0,501.0,5.0,0.0,66.0,375.0,1.0,4.0,1.0,4.0,352.0,0.0,0.0,197.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,4.0,6.0,1.0,2.0,1.0,50.0,1.0,2.0,170.0,4.0,4.0,2.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,4.0,180500
1291,1291.0,12.0,4.0,0.0,6.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,2.0,2.0,2.0,3.0,5.0,4.0,6.0,73.0,22.0,1.0,1.0,5.0,5.0,1.0,176.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,75.0,5.0,0.0,249.0,53.0,1.0,4.0,1.0,4.0,25.0,130.0,0.0,281.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,4.0,6.0,0.0,0.0,5.0,58.0,2.0,1.0,30.0,4.0,4.0,2.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,4.0,119500
1292,1292.0,6.0,4.0,31.0,159.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,17.0,2.0,2.0,0.0,5.0,4.0,3.0,6.0,15.0,1.0,1.0,13.0,14.0,2.0,0.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,590.0,272.0,1.0,4.0,0.0,4.0,491.0,304.0,0.0,774.0,0.0,0.0,2.0,0.0,4.0,2.0,3.0,9.0,3.0,0.0,0.0,1.0,71.0,1.0,1.0,125.0,4.0,4.0,2.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,8.0,4.0,107500
1293,1293.0,5.0,3.0,49.0,557.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,14.0,2.0,2.0,0.0,5.0,6.0,4.0,77.0,26.0,1.0,1.0,6.0,6.0,2.0,0.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,56.0,5.0,0.0,401.0,164.0,1.0,4.0,1.0,4.0,119.0,220.0,0.0,500.0,0.0,0.0,2.0,1.0,4.0,1.0,3.0,6.0,6.0,1.0,4.0,1.0,62.0,1.0,2.0,205.0,4.0,4.0,2.0,0.0,18.0,0.0,0.0,57.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,4.0,162900
1294,1294.0,0.0,3.0,31.0,296.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,2.0,4.0,6.0,56.0,40.0,3.0,1.0,14.0,10.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,42.0,5.0,0.0,431.0,185.0,1.0,4.0,1.0,4.0,139.0,0.0,0.0,50.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,6.0,0.0,0.0,5.0,43.0,2.0,2.0,236.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,4.0,115000
1295,1295.0,0.0,3.0,41.0,320.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,12.0,1.0,2.0,0.0,2.0,4.0,4.0,69.0,18.0,3.0,1.0,6.0,6.0,1.0,110.0,3.0,4.0,1.0,3.0,3.0,0.0,1.0,502.0,5.0,0.0,9.0,306.0,1.0,2.0,1.0,4.0,274.0,0.0,0.0,131.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,3.0,6.0,0.0,0.0,1.0,54.0,1.0,1.0,43.0,4.0,4.0,2.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,8.0,4.0,138500
1296,1296.0,0.0,3.0,51.0,356.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,4.0,5.0,64.0,13.0,3.0,1.0,8.0,8.0,1.0,93.0,3.0,2.0,1.0,3.0,3.0,2.0,0.0,397.0,5.0,0.0,213.0,354.0,1.0,2.0,1.0,4.0,333.0,0.0,0.0,180.0,1.0,0.0,2.0,0.0,3.0,1.0,3.0,4.0,6.0,0.0,0.0,1.0,49.0,1.0,2.0,202.0,4.0,4.0,2.0,118.0,10.0,43.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,2.0,8.0,4.0,155000
1297,1297.0,13.0,4.0,6.0,52.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,4.0,6.0,5.0,4.0,106.0,56.0,1.0,1.0,12.0,13.0,1.0,43.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,259.0,5.0,0.0,0.0,31.0,1.0,2.0,1.0,4.0,291.0,0.0,0.0,143.0,1.0,0.0,2.0,0.0,2.0,1.0,3.0,3.0,6.0,0.0,0.0,2.0,91.0,0.0,2.0,202.0,4.0,4.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,5.0,140000
1298,1298.0,5.0,3.0,109.0,1067.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,5.0,9.0,4.0,109.0,58.0,3.0,0.0,11.0,12.0,3.0,312.0,0.0,4.0,2.0,0.0,3.0,1.0,2.0,636.0,5.0,0.0,301.0,720.0,1.0,0.0,1.0,4.0,752.0,286.0,0.0,860.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,10.0,6.0,3.0,2.0,1.0,94.0,0.0,2.0,440.0,4.0,4.0,2.0,135.0,191.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,5.0,160000
1299,1299.0,0.0,3.0,46.0,227.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,4.0,6.0,60.0,44.0,3.0,1.0,3.0,3.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,132.0,4.0,132.0,0.0,429.0,1.0,0.0,1.0,4.0,416.0,0.0,0.0,249.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,4.0,6.0,0.0,0.0,1.0,45.0,1.0,1.0,54.0,4.0,4.0,2.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,4.0,154000
1300,1300.0,5.0,3.0,0.0,643.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,8.0,2.0,2.0,0.0,5.0,6.0,4.0,100.0,49.0,1.0,1.0,12.0,13.0,2.0,219.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,351.0,5.0,0.0,167.0,259.0,1.0,0.0,1.0,4.0,244.0,294.0,0.0,663.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,7.0,6.0,1.0,4.0,1.0,85.0,0.0,2.0,173.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,8.0,4.0,225000
1301,1301.0,6.0,3.0,0.0,227.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,2.0,2.0,0.0,5.0,5.0,6.0,45.0,0.0,1.0,1.0,13.0,14.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,259.0,5.0,0.0,127.0,124.0,1.0,1.0,1.0,4.0,67.0,170.0,0.0,393.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,5.0,6.0,2.0,2.0,1.0,30.0,2.0,1.0,12.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,8.0,4.0,177500
1302,1302.0,5.0,3.0,63.0,554.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,15.0,2.0,2.0,0.0,5.0,7.0,4.0,95.0,44.0,3.0,1.0,12.0,13.0,1.0,238.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,379.0,5.0,0.0,270.0,386.0,1.0,0.0,1.0,4.0,386.0,390.0,0.0,801.0,1.0,0.0,2.0,1.0,4.0,1.0,2.0,6.0,6.0,1.0,4.0,1.0,80.0,1.0,3.0,386.0,4.0,4.0,2.0,196.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,8.0,4.0,290000
1303,1303.0,0.0,3.0,44.0,355.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,0.0,2.0,6.0,4.0,106.0,55.0,1.0,1.0,12.0,13.0,1.0,149.0,2.0,4.0,2.0,2.0,3.0,0.0,5.0,0.0,5.0,0.0,743.0,608.0,1.0,0.0,1.0,4.0,606.0,0.0,0.0,469.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,5.0,6.0,0.0,0.0,1.0,91.0,1.0,3.0,379.0,4.0,4.0,2.0,131.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,4.0,232000
1304,1304.0,12.0,4.0,3.0,45.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,4.0,5.0,6.0,4.0,105.0,54.0,1.0,1.0,12.0,13.0,3.0,71.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,582.0,258.0,1.0,0.0,1.0,4.0,221.0,166.0,0.0,529.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,5.0,90.0,2.0,2.0,90.0,4.0,4.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,4.0,130000
1305,1305.0,0.0,3.0,79.0,865.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,2.0,2.0,0.0,2.0,8.0,4.0,107.0,57.0,3.0,1.0,12.0,13.0,3.0,199.0,2.0,4.0,2.0,0.0,3.0,3.0,2.0,621.0,5.0,0.0,25.0,622.0,1.0,0.0,1.0,4.0,624.0,0.0,0.0,491.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,4.0,6.0,2.0,0.0,1.0,92.0,0.0,2.0,382.0,4.0,4.0,2.0,238.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,8.0,4.0,325000
1306,1306.0,11.0,3.0,19.0,176.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,4.0,2.0,6.0,4.0,106.0,56.0,1.0,1.0,12.0,13.0,3.0,51.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,696.0,495.0,1.0,0.0,1.0,4.0,486.0,0.0,0.0,320.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,4.0,6.0,1.0,2.0,1.0,91.0,1.0,2.0,160.0,4.0,4.0,2.0,68.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,5.0,202500
1307,1307.0,0.0,3.0,31.0,286.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,4.0,4.0,95.0,45.0,1.0,1.0,12.0,13.0,2.0,0.0,3.0,2.0,2.0,2.0,1.0,3.0,0.0,381.0,5.0,0.0,140.0,268.0,1.0,0.0,1.0,4.0,232.0,0.0,0.0,106.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,3.0,6.0,0.0,0.0,5.0,86.0,2.0,2.0,166.0,4.0,4.0,2.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,8.0,4.0,138000
1308,1308.0,0.0,4.0,71.0,775.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,17.0,2.0,2.0,0.0,2.0,4.0,6.0,49.0,55.0,1.0,1.0,8.0,8.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,2.0,36.0,0.0,108.0,90.0,216.0,1.0,0.0,1.0,4.0,328.0,0.0,0.0,175.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,4.0,6.0,0.0,0.0,1.0,34.0,2.0,2.0,205.0,4.0,4.0,2.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,8.0,4.0,147000
1309,1309.0,0.0,3.0,0.0,198.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,2.0,5.0,4.0,92.0,41.0,1.0,1.0,6.0,6.0,1.0,47.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,553.0,5.0,0.0,24.0,453.0,1.0,2.0,1.0,4.0,446.0,0.0,0.0,276.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,4.0,6.0,0.0,0.0,1.0,77.0,1.0,2.0,178.0,4.0,4.0,2.0,53.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,8.0,4.0,179200
1310,1310.0,0.0,3.0,71.0,1002.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,6.0,3.0,2.0,0.0,2.0,6.0,7.0,60.0,52.0,1.0,1.0,3.0,6.0,2.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,601.0,5.0,0.0,321.0,677.0,1.0,4.0,1.0,4.0,700.0,0.0,0.0,618.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,5.0,6.0,2.0,4.0,1.0,45.0,0.0,2.0,233.0,4.0,4.0,2.0,0.0,158.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,4.0,335000
